state_name,county_name,state_fips,county_fips,age_adjusted_percent,age_adjusted_percent_sd,age_adjusted_percent_95l,age_adjusted_percent_p5u,est_percent,percent_sd,percent_95l,percent_95u,estimated_total,estimated_total_sd,estimated_total_95l,estimated_total_95h,v1,v2,obesity_bin,obesity_category
"OKLAHOMA","Murray County","40","099",33.6,3.9,26.9,42.3,33.2,3.7,26.7,41.4,3188,357,2565,3977,"",,5,5
"OKLAHOMA","Muskogee County","40","101",31.5,2.5,26.9,36.6,31.2,2.4,26.8,36.1,16280,1237,13960,18830,"",,4,4
"OKLAHOMA","Noble County","40","103",32.2,3.8,25.3,40,31.9,3.6,25.2,39.2,2651,296,2095,3261,"",,4,5
"OKLAHOMA","Nowata County","40","105",31.2,3.6,25.1,39,31,3.4,25.2,38.5,2470,271,2003,3063,"",,4,4
"OKLAHOMA","Okfuskee County","40","107",31,3.4,24.8,38.1,30.7,3.3,24.7,37.4,2601,276,2093,3176,"",,4,4
"OKLAHOMA","Oklahoma County","40","109",28.6,.9,26.8,30.5,28.7,.9,26.9,30.5,144200,4655,135300,153500,"",,3,2
"OKLAHOMA","Okmulgee County","40","111",34,2.9,28.5,40,33.9,2.8,28.6,39.7,9634,804,8141,11300,"",,5,5
"OKLAHOMA","Osage County","40","113",31.4,2.5,26.8,36.6,31.6,2.4,27.1,36.6,10860,836,9317,12570,"",,4,4
"OKLAHOMA","Ottawa County","40","115",32.1,3,26.7,38.1,31.8,2.8,26.6,37.5,7338,648,6148,8648,"",,4,5
"OKLAHOMA","Pawnee County","40","117",32.9,3.5,26.7,40.3,32.8,3.3,26.8,39.8,3966,402,3241,4820,"",,5,5
"OKLAHOMA","Payne County","40","119",31.2,2.6,26.5,36.6,31.2,2.7,26.4,36.8,18380,1566,15550,21660,"",,4,4
"OKLAHOMA","Pittsburg County","40","121",31.6,2.7,26.6,37.3,31.2,2.6,26.5,36.6,10700,887,9068,12550,"",,4,4
"OKLAHOMA","Pontotoc County","40","123",35,3,29.5,41.2,34.8,2.9,29.4,40.9,9372,793,7927,11010,"",,6,5
"OKLAHOMA","Pottawatomie County","40","125",34.1,2.5,29.5,39.1,33.9,2.4,29.5,38.8,17140,1205,14880,19600,"",,5,5
"OKLAHOMA","Pushmataha County","40","127",31.3,3.5,25,38.8,30.9,3.3,24.9,37.8,2698,288,2172,3306,"",,4,4
"OKLAHOMA","Roger Mills County","40","129",32.4,4.3,25,41.6,32.1,4,24.9,40.5,813,102,631,1028,"",,4,5
"OKLAHOMA","Rogers County","40","131",33.5,2.3,29.2,38.3,33.7,2.3,29.4,38.4,20680,1415,18050,23550,"",,5,5
"OKLAHOMA","Seminole County","40","133",34.3,3.4,28.1,41.7,33.7,3.2,27.9,40.6,5921,570,4889,7122,"",,5,5
"OKLAHOMA","Sequoyah County","40","135",34.3,3,28.8,40.6,34.2,2.9,28.9,40.2,10170,855,8592,11950,"",,5,5
"OKLAHOMA","Stephens County","40","137",30.2,2.6,25.2,35.5,30.1,2.5,25.5,35.2,9742,801,8239,11380,"",,4,4
"OKLAHOMA","Texas County","40","139",29.8,3.3,23.7,36.8,30.1,3.3,23.9,37.2,4095,451,3256,5060,"",,3,3
"OKLAHOMA","Tillman County","40","141",32.1,3.9,25.1,40.4,31.7,3.6,25,39.4,1824,210,1440,2270,"",,4,5
"OKLAHOMA","Tulsa County","40","143",27.2,.9,25.4,29,27.3,.9,25.7,29.1,115200,3667,108200,122500,"",,2,1
"OKLAHOMA","Wagoner County","40","145",30.1,2.4,25.6,34.9,30.6,2.4,26.1,35.4,15210,1186,12970,17620,"",,4,3
"OKLAHOMA","Washington County","40","147",31.8,2.7,26.8,37.5,31.5,2.6,26.8,36.8,11910,969,10140,13950,"",,4,4
"OKLAHOMA","Washita County","40","149",27.9,3.4,21.8,35,27.6,3.2,21.8,34.4,2393,279,1885,2976,"",,3,2
"OKLAHOMA","Woods County","40","151",30,3.7,23.3,37.7,29.5,3.6,23.1,37,1903,229,1486,2384,"",,4,3
"OKLAHOMA","Woodward County","40","153",29.4,3.2,23.5,36,29.4,3.1,23.6,35.8,4272,447,3437,5214,"",,3,3
"OREGON","Baker County","41","001",27.1,4.1,19.9,35.9,27.1,3.9,20.2,35.4,3390,485,2530,4432,"",,2,1
"OREGON","Benton County","41","003",23.6,2.5,19,28.8,23.7,2.5,19,28.9,14810,1585,11930,18120,"",,1,0
"OREGON","Clackamas County","41","005",25,1.6,22,28.1,25,1.5,22.2,27.9,71610,4234,63640,80010,"",,2,0
"OREGON","Clatsop County","41","007",23.5,3.1,18.1,30,23.7,2.9,18.4,29.9,6794,844,5274,8564,"",,1,0
"OREGON","Columbia County","41","009",30.7,3.5,24.3,38,31,3.4,24.8,38.3,11560,1283,9219,14280,"",,4,4
"OREGON","Coos County","41","011",30.1,3.2,24.3,36.8,30.5,3,25,36.8,15250,1494,12500,18360,"",,4,3
"OREGON","Crook County","41","013",27.5,4.4,19.8,37,27.2,4.2,19.9,36.5,4731,738,3454,6335,"",,3,1
"OREGON","Curry County","41","015",27.7,4,20.6,36.4,27,3.6,20.5,34.6,4780,636,3638,6140,"",,3,1
"OREGON","Deschutes County","41","017",18,1.7,14.7,21.5,18.1,1.7,14.9,21.6,21790,2058,17940,25980,"",,1,0
"OREGON","Douglas County","41","019",30.4,2.8,25.3,36.3,30.1,2.6,25.4,35.4,24330,2069,20510,28630,"",,4,4
"OREGON","Gilliam County","41","021",26.4,5.5,17.2,38.6,26.2,5.2,17.5,37.6,372,73,248,534,"",,2,1
"OREGON","Grant County","41","023",27.1,4.9,18.7,37.7,27,4.7,19,37.3,1463,254,1031,2019,"",,2,1
"OREGON","Harney County","41","025",24.6,4.7,16.7,35,24.8,4.5,17.1,34.7,1261,229,871,1767,"",,1,0
"OREGON","Hood River County","41","027",26.7,4.5,18.9,36.3,26.9,4.4,19.3,36.6,4169,684,2983,5666,"",,2,1
"OREGON","Jackson County","41","029",22.3,2,18.8,26.2,22.4,1.8,19.1,26.1,34260,2782,29210,39880,"",,1,0
"OREGON","Jefferson County","41","031",26.5,4,19.4,35,26.7,3.9,19.7,35,3836,565,2831,5042,"",,2,1
"OREGON","Josephine County","41","033",24.9,2.8,19.8,30.7,25.1,2.6,20.3,30.3,15940,1635,12890,19270,"",,1,0
"OREGON","Klamath County","41","035",24.7,2.8,19.6,30.7,24.8,2.7,19.8,30.4,12190,1321,9745,14960,"",,1,0
"OREGON","Lake County","41","037",24.2,4.4,16.6,33.8,24,4.2,16.7,33.3,1364,240,949,1890,"",,1,0
"OREGON","Lane County","41","039",25.8,1.5,22.9,28.9,25.9,1.5,23.1,28.9,69080,3960,61590,77040,"",,2,0
"OREGON","Lincoln County","41","041",25.5,3.1,20.1,32,25.7,2.9,20.5,31.8,9318,1047,7435,11540,"",,2,0
"OREGON","Linn County","41","043",28.1,2.5,23.4,33.3,28.2,2.4,23.6,33.2,24070,2086,20180,28340,"",,3,2
"OREGON","Malheur County","41","045",27.9,4,21,36.3,27.8,3.9,21,36,6127,864,4621,7939,"",,3,2
"OREGON","Marion County","41","047",28.2,2,24.5,32.3,28.2,1.9,24.7,32.3,62750,4306,54840,71750,"",,3,2
"OREGON","Morrow County","41","049",26.7,5,18.3,37.6,26.8,4.9,18.5,37.6,2070,379,1423,2902,"",,2,1
"OREGON","Multnomah County","41","051",22.6,1.1,20.5,24.8,22.8,1.1,20.8,25,121700,5788,110900,133300,"",,1,0
"OREGON","Polk County","41","053",31.1,3.2,25.1,37.8,30.9,3.1,25,37.2,17850,1805,14460,21540,"",,4,4
"OREGON","Sherman County","41","055",25.5,5.5,16.6,38,25.6,5.2,17.1,37.4,338,69,225,493,"",,2,0
"OREGON","Tillamook County","41","057",26.3,3.8,19.6,34.4,26.2,3.6,19.9,33.8,5100,695,3860,6576,"",,2,1
"OREGON","Umatilla County","41","059",31.4,3.3,25.5,38.1,31.4,3.2,25.5,38.1,16500,1691,13420,20010,"",,4,4
"OREGON","Union County","41","061",24.8,3.6,18.5,32.7,24.9,3.6,18.8,32.7,4663,666,3516,6118,"",,1,0
"OREGON","Wallowa County","41","063",27.1,5,18.8,38.5,27.2,4.7,19.2,37.6,1460,255,1029,2019,"",,2,1
"OREGON","Wasco County","41","065",32.4,4.5,24.3,42.1,32.4,4.3,24.6,41.4,5764,762,4380,7368,"",,4,5
"OREGON","Washington County","41","067",23.7,1.4,21.1,26.4,24,1.4,21.5,26.8,91230,5222,81480,101800,"",,1,0
"OREGON","Wheeler County","41","069",25.7,5.3,16.7,37.4,25.6,5.1,17,36.8,276,55,183,396,"",,2,0
"OREGON","Yamhill County","41","071",24.9,2.8,19.8,30.8,25,2.8,19.9,30.8,17940,1990,14260,22100,"",,1,0
"PENNSYLVANIA","Adams County","42","001",26.4,2.8,21.2,32.4,26.6,2.8,21.5,32.6,20170,2115,16270,24690,"",,2,1
"PENNSYLVANIA","Allegheny County","42","003",26.8,1.2,24.4,29.3,27.1,1.2,24.9,29.5,251400,10770,230800,273200,"",,2,1
"PENNSYLVANIA","Armstrong County","42","005",29.8,3.4,23.7,37.2,30.3,3.3,24.4,37.1,16260,1760,13090,19930,"",,3,3
"PENNSYLVANIA","Beaver County","42","007",29.9,2.8,24.8,35.8,30,2.6,25.2,35.5,39840,3471,33530,47200,"",,3,3
"PENNSYLVANIA","Bedford County","42","009",26.8,3.1,21.1,33.1,27.1,3.1,21.5,33.4,10370,1175,8237,12780,"",,2,1
"PENNSYLVANIA","Berks County","42","011",28.8,2.1,24.9,33,29,2,25.2,33.1,85630,6020,74530,97880,"",,3,2
"PENNSYLVANIA","Blair County","42","013",33.6,3.1,27.9,40,33.8,3,28.3,40,32200,2854,26920,38040,"",,5,5
"PENNSYLVANIA","Bradford County","42","015",28.8,2.8,23.6,34.7,29.1,2.7,24,34.7,13380,1257,11040,15980,"",,3,2
"PENNSYLVANIA","Bucks County","42","017",24,1.7,20.9,27.3,24.4,1.6,21.4,27.6,113500,7415,99670,128400,"",,1,0
"PENNSYLVANIA","Butler County","42","019",24.6,2.4,20.2,29.6,25,2.3,20.7,30,34130,3199,28230,40890,"",,1,0
"PENNSYLVANIA","Cambria County","42","021",33.2,3,27.7,39.5,33.4,2.8,28.1,39.3,37400,3175,31490,44020,"",,5,5
"PENNSYLVANIA","Cameron County","42","023",28.4,4.4,20.7,38.2,28.6,4.3,21.1,37.9,1177,177,868,1560,"",,3,2
"PENNSYLVANIA","Carbon County","42","025",28.8,3.1,23.1,35.4,29,3,23.4,35.5,14300,1501,11530,17530,"",,3,2
"PENNSYLVANIA","Centre County","42","027",27.8,2.7,22.9,33.5,27.6,2.8,22.6,33.4,30490,3050,25010,36960,"",,3,2
"PENNSYLVANIA","Chester County","42","029",22.1,1.7,18.9,25.6,22.7,1.7,19.5,26.2,81180,6013,69880,93600,"",,1,0
"PENNSYLVANIA","Clarion County","42","031",30.5,3.8,23.6,38.8,30.4,3.7,23.7,38.3,9308,1128,7249,11730,"",,4,4
"PENNSYLVANIA","Clearfield County","42","033",30.8,3.3,24.8,37.4,30.9,3.1,25.1,37.2,20040,2040,16280,24170,"",,4,4
"PENNSYLVANIA","Clinton County","42","035",28,3.6,21.6,35.6,27.9,3.5,21.7,35.2,7821,974,6065,9870,"",,3,2
"PENNSYLVANIA","Columbia County","42","037",31.7,3.5,25.4,39,31.8,3.4,25.7,39,15780,1674,12750,19320,"",,4,4
"PENNSYLVANIA","Crawford County","42","039",29.1,3.2,23.4,35.9,29.3,3.1,23.7,35.7,19410,2023,15690,23660,"",,3,3
"PENNSYLVANIA","Cumberland County","42","041",25.6,2.2,21.6,30,26,2.1,22.1,30.3,45450,3698,38540,52970,"",,2,0
"PENNSYLVANIA","Dauphin County","42","043",31.2,2.4,26.8,36,31.5,2.3,27.2,36.1,60130,4412,51840,68950,"",,4,4
"PENNSYLVANIA","Delaware County","42","045",26.8,1.8,23.5,30.4,27,1.7,23.8,30.4,108300,6869,95330,122200,"",,2,1
"PENNSYLVANIA","Elk County","42","047",28.4,3.5,22.2,35.9,28.6,3.4,22.6,35.9,7177,856,5667,9008,"",,3,2
"PENNSYLVANIA","Erie County","42","049",29.3,2.3,25,33.8,29.4,2.2,25.3,33.8,60440,4545,52000,69550,"",,3,3
"PENNSYLVANIA","Fayette County","42","051",33.3,1.1,31.2,35.6,33.4,1,31.4,35.4,37210,1125,35010,39500,"",,5,5
"PENNSYLVANIA","Forest County","42","053",29.1,4.1,21.9,38.1,28.9,4.1,21.7,37.8,1618,228,1217,2114,"",,3,3
"PENNSYLVANIA","Franklin County","42","055",29.3,2.6,24.4,34.5,29.4,2.5,24.7,34.5,31630,2734,26520,37050,"",,3,3
"PENNSYLVANIA","Fulton County","42","057",28.8,4.1,21.5,37.6,28.9,4,21.7,37.4,3279,458,2466,4247,"",,3,2
"PENNSYLVANIA","Greene County","42","059",28.4,3.6,22,35.9,28.6,3.5,22.4,36,8699,1072,6798,10950,"",,3,2
"PENNSYLVANIA","Huntingdon County","42","061",27.9,3.4,21.8,35.2,28,3.4,21.9,35.2,9930,1191,7778,12490,"",,3,2
"PENNSYLVANIA","Indiana County","42","063",27.9,3,22.2,34.3,28,3,22.4,34.3,18800,2003,15060,23020,"",,3,2
"PENNSYLVANIA","Jefferson County","42","065",27.7,3.4,21.6,34.5,27.9,3.2,22.1,34.6,9693,1123,7663,12010,"",,3,1
"PENNSYLVANIA","Juniata County","42","067",30.5,4,23.3,39,30.8,3.9,23.7,39.1,5353,686,4117,6804,"",,4,4
"PENNSYLVANIA","Lackawanna County","42","069",25.8,2.3,21.4,30.8,25.9,2.2,21.6,30.5,41280,3551,34470,48690,"",,2,0
"PENNSYLVANIA","Lancaster County","42","071",28.3,1.9,24.7,32.3,28.5,1.8,25,32.3,103500,6674,90800,117300,"",,3,2
"PENNSYLVANIA","Lawrence County","42","073",27.7,3,22.2,34.1,27.9,2.9,22.6,33.9,19190,2001,15560,23360,"",,3,1
"PENNSYLVANIA","Lebanon County","42","075",28.7,2.9,23.3,34.5,29,2.8,23.7,34.7,28070,2720,23020,33610,"",,3,2
"PENNSYLVANIA","Lehigh County","42","077",26.6,2.1,22.7,30.9,26.6,2,22.8,30.8,66910,5056,57380,77360,"",,2,1
"PENNSYLVANIA","Luzerne County","42","079",28,.9,26.3,29.8,28.3,.8,26.7,29.9,68150,2021,64230,72070,"",,3,2
"PENNSYLVANIA","Lycoming County","42","081",27.2,2.6,22.3,32.7,27.6,2.6,22.9,32.9,24430,2257,20240,29110,"",,2,1
"PENNSYLVANIA","McKean County","42","083",29.6,3.5,23.2,36.9,29.6,3.4,23.4,36.7,9799,1121,7742,12140,"",,3,3
"PENNSYLVANIA","Mercer County","42","085",29.2,2.9,23.8,35.4,29.3,2.8,24.2,35.1,25840,2462,21330,30950,"",,3,3
"PENNSYLVANIA","Mifflin County","42","087",30.5,3.8,23.8,38.6,30.5,3.6,23.9,38,10540,1254,8274,13160,"",,4,4
"PENNSYLVANIA","Monroe County","42","089",27.2,2.7,22.3,32.8,27.7,2.7,22.8,33.2,33380,3222,27540,40030,"",,2,1
"PENNSYLVANIA","Montgomery County","42","091",24.2,1.5,21.4,27.2,24.5,1.4,21.8,27.3,141600,8193,126500,158200,"",,1,0
"PENNSYLVANIA","Montour County","42","093",28.1,4,21.2,36.6,28.3,3.8,21.5,36.5,3794,514,2886,4894,"",,3,2
"PENNSYLVANIA","Northampton County","42","095",28.5,2.3,24.3,33.2,28.8,2.2,24.6,33.4,63640,4898,54430,73700,"",,3,2
"PENNSYLVANIA","Northumberland County","42","097",28.1,3.1,22.3,34.6,28.3,3,22.8,34.6,20160,2136,16200,24590,"",,3,2
"PENNSYLVANIA","Perry County","42","099",29.8,3.7,23.2,37.6,30.3,3.6,23.6,37.9,10270,1236,8020,12860,"",,3,3
"PENNSYLVANIA","Philadelphia County","42","101",30.1,.9,28.3,31.9,30.2,.9,28.4,32,311400,9346,293300,330000,"",,4,3
"PENNSYLVANIA","Pike County","42","103",31.1,3.8,24.2,39,31.3,3.7,24.6,39.1,14110,1673,11070,17640,"",,4,4
"PENNSYLVANIA","Potter County","42","105",29.8,4,22.8,38.5,30,3.9,23.3,38.2,3748,484,2912,4775,"",,3,3
"PENNSYLVANIA","Schuylkill County","42","107",31.3,2.8,26.1,36.9,31.3,2.6,26.4,36.6,36310,3069,30580,42390,"",,4,4
"PENNSYLVANIA","Snyder County","42","109",30.5,3.9,23.7,38.9,30.7,3.8,24,38.9,8659,1074,6764,10980,"",,4,4
"PENNSYLVANIA","Somerset County","42","111",31.8,3.4,25.8,39.1,32.1,3.3,26.3,39,19640,2036,16060,23880,"",,4,4
"PENNSYLVANIA","Sullivan County","42","113",30.6,4.5,22.6,40.6,30.6,4.4,22.8,40.3,1456,208,1086,1916,"",,4,4
"PENNSYLVANIA","Susquehanna County","42","115",25,3,19.6,31.4,25.3,3,20,31.5,7878,919,6224,9804,"",,2,0
"PENNSYLVANIA","Tioga County","42","117",31,1.1,29,33.1,31.4,1,29.5,33.4,9705,309,9097,10320,"",,4,4
"PENNSYLVANIA","Union County","42","119",29.4,3.5,23.2,36.8,29.4,3.5,23.2,36.8,9986,1187,7885,12480,"",,3,3
"PENNSYLVANIA","Venango County","42","121",30.2,3.5,23.9,37.6,30.5,3.3,24.4,37.6,12680,1386,10140,15600,"",,4,4
"PENNSYLVANIA","Warren County","42","123",29.2,3.5,22.8,36.6,29.5,3.4,23.3,36.7,9312,1060,7331,11570,"",,3,3
"PENNSYLVANIA","Washington County","42","125",32.4,2.6,27.6,37.8,32.4,2.4,28,37.4,51500,3833,44400,59460,"",,4,5
"PENNSYLVANIA","Wayne County","42","127",27.7,3.2,21.9,34.6,27.9,3.2,22.3,34.7,11300,1283,9016,14040,"",,3,1
"PENNSYLVANIA","Westmoreland County","42","129",25.8,1.8,22.3,29.5,25.9,1.7,22.6,29.3,73020,4799,63820,82700,"",,2,0
"PENNSYLVANIA","Wyoming County","42","131",30.7,3.5,24.3,38.1,30.9,3.4,24.6,38,6429,717,5114,7906,"",,4,4
"PENNSYLVANIA","York County","42","133",30.7,2,27,34.9,30.9,1.9,27.4,34.9,98170,6169,86840,110900,"",,4,4
"RHODE ISLAND","Bristol County","44","001",19.9,1.8,16.6,23.5,19.9,1.6,16.8,23.2,7582,626,6412,8864,"",,1,0
"RHODE ISLAND","Kent County","44","003",24.5,1.2,22.3,26.8,25,1.1,22.9,27.3,32310,1443,29580,35230,"",,1,0
"RHODE ISLAND","Newport County","44","005",20.5,1.4,17.8,23.4,20.9,1.3,18.3,23.5,12930,815,11350,14570,"",,1,0
"RHODE ISLAND","Providence County","44","007",25,.6,23.8,26.2,25.1,.6,23.9,26.3,115500,2799,110000,121000,"",,2,0
"RHODE ISLAND","Washington County","44","009",20.4,1.2,18.2,22.8,20.7,1.1,18.6,23,19820,1079,17820,22020,"",,1,0
"SOUTH CAROLINA","Abbeville County","45","001",30.3,2.4,25.7,35.4,30.3,2.3,25.9,35.2,5693,440,4866,6617,"",,4,4
"SOUTH CAROLINA","Aiken County","45","003",31.7,1.5,28.8,34.7,31.5,1.4,28.8,34.3,35940,1613,32870,39090,"",,4,4
"SOUTH CAROLINA","Allendale County","45","005",34.5,3.3,28.4,41.4,34.6,3.3,28.6,41.3,2663,250,2198,3178,"",,5,5
"SOUTH CAROLINA","Anderson County","45","007",26.9,1.6,23.8,30.1,26.8,1.5,23.9,29.9,36170,2068,32240,40310,"",,2,1
"SOUTH CAROLINA","Bamberg County","45","009",38,3.2,32.2,44.8,37.5,3,32.1,44,4213,335,3601,4936,"",,6,5
"SOUTH CAROLINA","Barnwell County","45","011",34.7,2.9,29.3,40.7,34.6,2.8,29.5,40.4,5740,463,4888,6701,"",,5,5
"SOUTH CAROLINA","Beaufort County","45","013",20.6,1.1,18.5,22.7,20.1,1,18.2,22,22060,1074,19990,24190,"",,1,0
"SOUTH CAROLINA","Berkeley County","45","015",35.8,1.9,32.3,39.6,36.3,1.9,32.7,40.1,43100,2222,38810,47620,"",,6,5
"SOUTH CAROLINA","Calhoun County","45","017",33.8,3,28.3,40.2,33.9,2.9,28.6,39.9,3735,318,3154,4396,"",,5,5
"SOUTH CAROLINA","Charleston County","45","019",25.8,1.2,23.5,28.2,25.9,1.2,23.7,28.3,66150,2943,60590,72200,"",,2,0
"SOUTH CAROLINA","Cherokee County","45","021",30.3,2.9,25.1,36.3,30.4,2.8,25.2,36.3,12090,1118,10030,14420,"",,4,4
"SOUTH CAROLINA","Chester County","45","023",32.5,3.1,26.8,39,32.5,3,26.9,38.8,7758,725,6433,9263,"",,5,5
"SOUTH CAROLINA","Chesterfield County","45","025",32.7,2.7,27.7,38.4,32.7,2.6,27.8,38.1,10290,831,8765,12020,"",,5,5
"SOUTH CAROLINA","Clarendon County","45","027",36.4,2.9,31.1,42.3,35.9,2.7,30.9,41.3,8863,660,7632,10210,"",,6,5
"SOUTH CAROLINA","Colleton County","45","029",33.7,2.1,29.7,37.9,33.7,2,30,37.7,9542,564,8471,10660,"",,5,5
"SOUTH CAROLINA","Darlington County","45","031",32.2,2.4,27.6,37.2,32.4,2.4,27.9,37.2,15860,1156,13680,18220,"",,4,5
"SOUTH CAROLINA","Dillon County","45","033",35.7,3.2,29.9,42.2,35.8,3.1,30.1,42.1,7746,667,6511,9114,"",,6,5
"SOUTH CAROLINA","Dorchester County","45","035",29.4,2,25.6,33.5,29.8,2,25.9,33.9,27110,1852,23620,30860,"",,3,3
"SOUTH CAROLINA","Edgefield County","45","037",33.5,2.5,28.8,38.8,33.8,2.5,29,39,6561,490,5645,7572,"",,5,5
"SOUTH CAROLINA","Fairfield County","45","039",36.1,3,30.5,42.3,36,2.9,30.6,41.9,6257,501,5316,7275,"",,6,5
"SOUTH CAROLINA","Florence County","45","041",32.4,2,28.6,36.4,32.5,1.9,28.8,36.3,31140,1823,27640,34850,"",,4,5
"SOUTH CAROLINA","Georgetown County","45","043",32.9,1.9,29.2,36.9,32.2,1.8,28.8,35.8,14780,816,13220,16420,"",,5,5
"SOUTH CAROLINA","Greenville County","45","045",25.5,1.3,23.1,28,25.8,1.2,23.4,28.2,82180,3985,74550,89990,"",,2,0
"SOUTH CAROLINA","Greenwood County","45","047",33,2.2,28.9,37.5,32.7,2.1,28.8,37.1,16340,1038,14400,18510,"",,5,5
"SOUTH CAROLINA","Hampton County","45","049",37.8,2.7,32.6,43.4,37.7,2.7,32.7,43.2,5826,410,5049,6670,"",,6,5
"SOUTH CAROLINA","Horry County","45","051",28.1,1.3,25.6,30.8,27.7,1.2,25.4,30.2,54600,2378,49990,59390,"",,3,2
"SOUTH CAROLINA","Jasper County","45","053",35.3,2.6,30.4,40.8,35.4,2.6,30.5,40.8,5665,418,4886,6536,"",,6,5
"SOUTH CAROLINA","Kershaw County","45","055",30.5,2.4,25.9,35.6,30.5,2.3,26.2,35.4,13190,1015,11300,15290,"",,4,4
"SOUTH CAROLINA","Lancaster County","45","057",31.4,2.7,26.5,37.2,31.5,2.7,26.6,37.1,17700,1502,14940,20850,"",,4,4
"SOUTH CAROLINA","Laurens County","45","059",34,2.2,29.9,38.5,33.9,2.1,30,38.2,17540,1096,15480,19740,"",,5,5
"SOUTH CAROLINA","Lee County","45","061",36.5,3.1,30.7,42.9,36.7,3.1,31,42.9,5494,459,4644,6431,"",,6,5
"SOUTH CAROLINA","Lexington County","45","063",28.1,1.9,24.5,32,28.3,1.9,24.8,32,51220,3380,44920,58050,"",,3,2
"SOUTH CAROLINA","Marion County","45","067",35.4,2.8,30.4,41.1,35.5,2.6,30.6,41,8795,655,7590,10160,"",,6,5
"SOUTH CAROLINA","Marlboro County","45","069",38.5,3,33,44.7,38.5,2.9,33.1,44.6,8383,639,7196,9700,"",,6,5
"SOUTH CAROLINA","McCormick County","45","065",33,3,27.5,39.4,32.2,2.8,27.1,37.9,2664,232,2241,3141,"",,5,5
"SOUTH CAROLINA","Newberry County","45","071",34.5,3.3,28.6,41.3,34.4,3.2,28.7,41,9590,879,7999,11430,"",,5,5
"SOUTH CAROLINA","Oconee County","45","073",28.7,2.2,24.6,33.3,28.2,2,24.4,32.4,15370,1104,13310,17680,"",,3,2
"SOUTH CAROLINA","Orangeburg County","45","075",38.9,1.9,35.3,42.7,38.5,1.8,35.2,42.1,25120,1152,22950,27440,"",,6,5
"SOUTH CAROLINA","Pickens County","45","077",27.8,2.4,23.3,32.7,27.7,2.4,23.4,32.6,24050,2059,20250,28260,"",,3,2
"SOUTH CAROLINA","Richland County","45","079",29.7,1.3,27.2,32.3,30.1,1.3,27.6,32.6,78280,3393,71820,85020,"",,3,3
"SOUTH CAROLINA","Saluda County","45","081",30.9,3,25.3,37.2,30.8,2.9,25.4,36.9,4295,406,3541,5138,"",,4,4
"SOUTH CAROLINA","Spartanburg County","45","083",30,1.6,27.1,33.4,30,1.5,27.1,33.2,61840,3148,55920,68400,"",,4,3
"SOUTH CAROLINA","Sumter County","45","085",35.3,2.1,31.3,39.5,35.3,2,31.4,39.4,25990,1483,23140,29010,"",,6,5
"SOUTH CAROLINA","Union County","45","087",33.2,2.8,28,39.1,33,2.6,28,38.6,6845,548,5813,8013,"",,5,5
"SOUTH CAROLINA","Williamsburg County","45","089",39.5,2.6,34.7,44.8,39.2,2.4,34.7,44,10200,618,9014,11450,"",,6,5
"SOUTH CAROLINA","York County","45","091",29.7,2,26,33.9,30,2,26.3,34,47200,3181,41360,53540,"",,3,3
"SOUTH DAKOTA","Aurora County","46","003",27.8,2.8,22.7,33.6,27.9,2.6,23.2,33.1,583,53,484,692,"",,3,2
"SOUTH DAKOTA","Beadle County","46","005",30,2.2,25.9,34.6,30.1,2.1,26.2,34.4,3605,246,3140,4114,"",,4,3
"SOUTH DAKOTA","Bennett County","46","007",34.3,3.3,28.3,41.4,34.2,3.2,28.4,41,753,70,625,902,"",,5,5
"SOUTH DAKOTA","Bon Homme County","46","009",30.2,2.8,25.1,36.2,29.8,2.6,25,35.4,1676,149,1406,1987,"",,4,4
"SOUTH DAKOTA","Brookings County","46","011",27.9,1.9,24.4,31.9,27.9,1.9,24.3,31.9,6070,423,5284,6950,"",,3,2
"SOUTH DAKOTA","Brown County","46","013",29.7,1.8,26.4,33.5,29.5,1.7,26.4,33,7730,441,6902,8637,"",,3,3
"SOUTH DAKOTA","Brule County","46","015",29.6,2.5,25,34.8,29.4,2.3,25.1,34.2,1085,86,926,1262,"",,3,3
"SOUTH DAKOTA","Buffalo County","46","017",38.5,3.9,31.3,46.6,39.1,4.1,31.5,47.6,491,51,396,598,"",,6,5
"SOUTH DAKOTA","Butte County","46","019",28.3,2.5,23.8,33.5,28.5,2.4,24.2,33.5,2005,166,1699,2354,"",,3,2
"SOUTH DAKOTA","Campbell County","46","021",27.3,3.1,21.4,33.7,27.3,2.8,21.9,33.2,293,30,235,356,"",,2,1
"SOUTH DAKOTA","Charles Mix County","46","023",34.1,2.7,29.3,39.6,33.4,2.4,29,38.2,2022,144,1758,2315,"",,5,5
"SOUTH DAKOTA","Clark County","46","025",29.7,2.9,24.3,35.9,29.8,2.7,24.8,35.5,788,72,656,938,"",,3,3
"SOUTH DAKOTA","Clay County","46","027",28.9,2.5,24.3,34.1,28.7,2.6,23.9,34.1,2865,258,2392,3411,"",,3,2
"SOUTH DAKOTA","Codington County","46","029",28.7,1.9,25.1,32.6,28.5,1.8,25.2,32.2,5476,347,4831,6179,"",,3,2
"SOUTH DAKOTA","Corson County","46","031",39,3.6,32.3,46.7,39,3.5,32.4,46.4,1009,90,840,1202,"",,6,5
"SOUTH DAKOTA","Custer County","46","033",27.6,2.4,23.2,32.4,27.9,2.2,23.7,32.4,1677,133,1427,1949,"",,3,1
